molecule_id,smiles,ic50_nm,pchembl,assay_description,journal,year
CHEMBL3896047,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Cl)cc3)CC1)c(=O)n2C,360.0,6.44,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3915044,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(F)cc3)CC1)c(=O)n2C,510.0,6.29,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3984849,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(OC)cc3)CC1)c(=O)n2C,120.0,6.92,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3898220,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,300.0,6.52,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3976778,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccccc3)CC1)c(=O)n2C,220.0,6.66,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3897118,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)N(C)C)CC1)c(=O)n2C,260.0,6.58,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3968249,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Oc3ccccc3)CC1)c(=O)n2C,280.0,6.55,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3979866,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCCC3)CC1)c(=O)n2C,360.0,6.44,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3899590,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,890.0,6.05,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3972227,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCC3)CC1)c(=O)n2C,610.0,6.21,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3933623,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCCC)CC1)c(=O)n2C,500.0,6.3,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3980269,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCC)CC1)c(=O)n2C,140.0,6.85,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3910158,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC)CC1)c(=O)n2C,250.0,6.6,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3927979,CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,2600.0,5.58,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3909049,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,5400.0,5.27,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,17.0,7.77,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3920718,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,400.0,6.4,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3892718,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,140.0,6.85,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3929627,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,760.0,6.12,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3901674,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,250.0,6.6,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3902771,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,73.0,7.14,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3973741,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,950.0,6.02,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3911786,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,5000.0,5.3,Inhibition of DPP4 (unknown origin) using Gly-Pro-p-nitroanilide as substrate incubated for 1 hr,Eur J Med Chem,2016
CHEMBL3648425,,25400.0,4.59,Enzyme Inhibition Assay: Compounds were tested for their ability to inhibit DPPIV enzyme.,,2013
CHEMBL4115755,,19620.0,4.71,Enzyme Inhibition Assay: Compounds were tested for their ability to inhibit DPPIV enzyme.,,2013
CHEMBL3648424,,12380.0,4.91,Enzyme Inhibition Assay: Compounds were tested for their ability to inhibit DPPIV enzyme.,,2013
CHEMBL3704833,N#CC1CCCN1C(=O)CNCC(O)COc1ccccc1,1.0,9.0,"In Vitro Enzyme Assay: The proteolytic enzyme, Dipeptidyle Peptidase IV (DppIV) was monitored in vitro by the substrate Gly-Pro 4-methoxy-β-naphthylamide while in the presence of compound 7. 20 ul of 1.3 mM DppIV was pipetted into twenty-four micro centrifuge tubes containing various concentrations of compound 7 in a total volume of 100 uL. The samples were thoroughly vortexed and centrifuged at 5,000 RPM for 30 seconds. The micro centrifuge tube were then placed in a 37° C. water bath and incubated for 30 minutes. After incubation, 0.625 uM of substrate was added and the volume was adjusted to 130 uM with incubation buffer. Samples were thoroughly mixed and centrifuged at 5,000 RPM for 30 seconds before placed in a 37° C. water bath for an additional 30 minutes. The reaction was terminated by adding 1 ml of 100 mM Citrate buffer pH 4.0 and vortexing thoroughly for 1 minute. The excitation and emission spectrum of each sample was measured at 340 nm and 425 nm respectfully on a Fluoromax-II Fluorometer.",,2015
CHEMBL3645490,CS(=O)(=O)n1cc2c(n1)CN([C@H]1COC(c3cc(F)ccc3F)[C@@H](N)C1)C2,2.5,8.6,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645491,CS(=O)(=O)n1cc2c(n1)CN([C@H]1COC(c3cc(F)c(F)cc3F)[C@@H](N)C1)C2,2.2,8.66,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645496,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)c(F)cc1F,1.9,8.72,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645493,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)ccc1F,1.6,8.8,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645497,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)ccc1F,1.0,9.0,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645494,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,1.3,8.89,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645495,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)COC1c1cc(F)ccc1F,1.6,8.8,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3645492,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,2.6,8.59,Enzyme Assay: Enzyme assay using dipeptidyl peptidase-IV.,,2013
CHEMBL3675618,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,0.38,9.42,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675619,[C-]#[N+]c1ccc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CC)N3CCN=C23)cc1,10.0,8.0,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675620,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3F)N3CCN=C23)nc2ccccc12,43.0,7.37,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675621,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3C#N)N3CCCN=C23)nc2ccccc12,99.0,7.0,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675622,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCCN12,1.3,8.89,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675623,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3C)N3CCN=C23)nc2ccccc12,539.0,6.27,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675624,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,1.6,8.8,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675625,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cccc(F)c3)N3CCN=C23)nc2ccccc12,19.0,7.72,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675626,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3)N3CCN=C23)nc2ccccc12,32.0,7.5,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675627,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CC3)N3CCN=C23)nc2ccccc12,8.0,8.1,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675628,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccc(OC)cc1)C1=NCCCN12,39.0,7.41,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675629,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)NC1=NCCCN12,6113.0,5.21,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675630,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1cccc3ccccc13)C1=NCCCN12,44.0,7.36,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675631,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nccc(C#N)n1)C1=NCCN12,11.0,7.96,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675632,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccccc1C#N)C1=NCCN12,9.0,8.05,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675633,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3sccc3F)N3CCN=C23)nc2ccccc12,29.0,7.54,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675634,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CC3(F)F)N3CCN=C23)nc2ccccc12,14.0,7.85,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675635,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CCC3)N3CCN=C23)nc2ccccc12,29.0,7.54,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675636,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3C#N)N3CCN=C23)nc2ccccc12,82.0,7.09,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3675637,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=N[C@@H](C)CN12,1.0,9.0,"Enzyme Inhibition Assay : DPP4 activity was measured using a continuous fluorometric assay. The substrate, Gly-Pro-AMC, was cleaved by DPP4 to release the fluorescent AMC group. The reaction was monitored at the excitation wavelength of 360 nm and emission wavelength of 460 nm in a black 384-well plate using a PHERAstar Plus plate reader (BMG Labtech., Inc.) set at 37° C. The 30 μl assay solution contained 20 pM recombinant human DPP4 and 50 μM Gly-Pro-AMC substrate in assay buffer (100 mM HEPES, 100 mM NaCl, 0.1 mg/ml BSA, pH 7.5). The reaction was linear for at least 30 min (initial velocity) after addition of the substrate (no inhibitor control). All materials and reagents were pre-incubated at 37° C. prior to start of the experiment.",,2014
CHEMBL3680628,CC#CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(NCc3ccccc3)c3ccccc3n1)c(=O)n2C,6.0,8.22,"Biological Assay: 50 μl of substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, was placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted therein. The reaction was started by the addition of 30 μl of solubilized Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances under investigation were typically added prediluted to 20 μl, while the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, the incubation period was 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, with the excitation wavelength at 405 nm and the emission wavelength at 535 nm.",,2014
